"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
2023,"Women","Canada","CAN",0.030212022083112314,0.01965706783647307,0.043637887076835774,0.2484388756117283,0.21198133651151763,0.28852829643695393,0.07085303198644936,0.053736534849111936,0.09076577936657121,0.358571032425316,0.31893811701513647,0.39897657996101876,0.29192503589339397,0.25658700447238086,0.32978729568696374,0.12018812745795143,0.09332151241417452,0.14900443744031355,0.07675938788427093,0.05651576238570758,0.10054454384023608,0.051491360269505966,0.032444816354019405,0.0755226046703826
2024,"Women","Canada","CAN",0.03061461765482057,0.01895019873655913,0.04583854538899518,0.24889090852935303,0.20860640848260903,0.29398194101743846,0.07186250184655106,0.05288204048857122,0.0946467527157561,0.3566864285980966,0.3121638136186324,0.4019955716876174,0.29194554137117873,0.2525124134765066,0.33408091474834156,0.11832152067582716,0.0889409636876737,0.15018708952351628,0.0779306594624151,0.05547182426369085,0.10458438639871812,0.05263872839111075,0.03152178721294997,0.07954489315572097
1980,"Men","Canada","CAN",0.014115381650848902,0.007848148329052205,0.02278749799701363,0.09329604368051946,0.07276250798070866,0.1151109293964057,0.0370817046127401,0.027995839753649884,0.04763875670680218,0.4584937037763921,0.423115192761767,0.49386927495316807,0.39701316427949945,0.36157533512707013,0.432232165739268,0.08017938431982319,0.0610524408064679,0.10145684164572664,0.011256976044588269,0.006342821571828112,0.0176342297469572,0.0018596833161080182,6.974144392621929e-4,0.004065234173875174
1981,"Men","Canada","CAN",0.013579034656292715,0.007933051023550193,0.021246939495635483,0.09745862648641035,0.07805387850614909,0.1176799532086917,0.036175440879257975,0.028036410719306976,0.04563153445449223,0.45284098603928735,0.4206825403627326,0.4851207456749625,0.3999459099387516,0.3677087223478042,0.4321403772287789,0.0833109093313284,0.06519912411531335,0.10269056284273334,0.01209953429000683,0.007310732576679537,0.01817316379877656,0.0020481828650751144,8.651076122381636e-4,0.0041970910978130355
1982,"Men","Canada","CAN",0.013075080765154462,0.00798222644885324,0.0199314775948053,0.10181639806205438,0.08379396993113661,0.12083708781318475,0.03529676934045228,0.02781953265872011,0.04385520233778517,0.4469767705169398,0.4175365164104948,0.4764923440724997,0.4028349793153991,0.3731957797988762,0.43239049482610636,0.08654449217098509,0.06932717133669447,0.1049322283039226,0.013011422603165639,0.008365929876143782,0.018867716236757332,0.002260483287903637,0.0010508643635696326,0.004358672529833322
1983,"Men","Canada","CAN",0.012601215466834037,0.007921398232663376,0.01881681136273489,0.10636244616656047,0.0888821954500349,0.12464673865209284,0.03443912582163203,0.027481862614588695,0.042219891214725205,0.4409075773681497,0.41327228753359163,0.4688428986152699,0.4056896331768238,0.3778127070509661,0.4331244935682277,0.089877095971069,0.07349498861363248,0.1075620450983314,0.013988718741383572,0.00946760158174663,0.019696017363851948,0.0024966314541078876,0.0012582019343634753,0.004569653543925473
1984,"Men","Canada","CAN",0.012159756039847439,0.007840616380160904,0.017891833705937374,0.11112384466892239,0.09417771152048784,0.12839177805803087,0.03360184904525456,0.027242198008823035,0.04066879524351776,0.4345958045332242,0.4086430811490151,0.4606620120475624,0.40851874371275143,0.38219370782274703,0.4347120360016459,0.09333873269906535,0.07734383879683644,0.1106093543319387,0.015027360169301672,0.010513849860872471,0.02064421264357622,0.0027577518005553704,0.0014700434957502456,0.004807427819770411
1985,"Men","Canada","CAN",0.011749885244515913,0.007727615272229269,0.016910356660253364,0.11605967258184306,0.09978794179571321,0.13314200968454212,0.03278734350544781,0.02674844898278184,0.03942006791284235,0.42804286960899496,0.4031834510217101,0.452644310510226,0.4113602270591983,0.38605487303570024,0.4365573965297705,0.09689186877816403,0.08148383052319277,0.1136393310988384,0.016122217216198224,0.011675482027268768,0.02172712676930781,0.0030455865874808004,0.0016960655902363265,0.005021047924044354
1986,"Men","Canada","CAN",0.011372543870614989,0.007593034586490226,0.016097426986852858,0.12116456526239797,0.10521012569070104,0.1381051807446572,0.032004100537857155,0.02636456148676996,0.038165277647139895,0.42132001336268826,0.39737750453503123,0.4451049036343925,0.41413877496644164,0.3896532499964597,0.43831132459028344,0.10054668351374678,0.08530616148099718,0.11677041314988273,0.01725553575617908,0.012757522753249878,0.022803113838579067,0.0033623459924720907,0.001960033961103413,0.0053301424086151005
1987,"Men","Canada","CAN",0.011029371853000817,0.0074537423735655285,0.015363875421797499,0.12643321769505464,0.11062245678767883,0.1431668416252052,0.03125951448373613,0.025894405371853776,0.037202415776392064,0.41444957292054185,0.39178374582921693,0.43767753994297637,0.41682832104766654,0.3928445331449141,0.44010718564586454,0.1043061871782656,0.08906522060252936,0.12037126854229246,0.01841433911517711,0.013808116938407913,0.023984448662068485,0.003712691401611909,0.002233631267177026,0.005700658968716762
