"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
1990,"Women","United States of America","USA",0.03209014466792485,0.02698651215755964,0.037600724656943994,0.21274685391368955,0.19907295540585493,0.22648012789976057,0.07754023642006529,0.06997355493935149,0.08555398634378351,0.42266393136014535,0.4067612405243921,0.43805148869274485,0.25495883163817495,0.240721550633128,0.2695342205396583,0.12803170733713212,0.11629516439876428,0.14050403269938788,0.05425363560790901,0.04752188399771413,0.06142277647527144,0.030461510968648416,0.02518580614654723,0.03629513442656421
1991,"Women","United States of America","USA",0.03064808692322496,0.025916314001285034,0.03570479703897904,0.2207502340842742,0.20708256298825806,0.23426352072613374,0.07515841608100593,0.06809922238627454,0.0826551558389801,0.41634907176371205,0.40111887681328456,0.4314498037324855,0.25709418914778276,0.24323961777330416,0.2712652108302815,0.13171299023384128,0.1199836484965788,0.1436638540370557,0.05684372672047841,0.0501650506936133,0.06397310917558066,0.03219351712995449,0.026750939100454275,0.03801893052620608
1992,"Women","United States of America","USA",0.029323311282532558,0.0248469123124488,0.03399618849887328,0.22884002201682566,0.21553137907956502,0.2420956799090288,0.07287097853833722,0.06606729969411432,0.08007813178177478,0.40980953367579287,0.39496110564948717,0.42435749345236506,0.2591561524865117,0.24575704219401706,0.2729929588728451,0.13534635692207073,0.12400613978834536,0.1470845040931021,0.05944386495298919,0.05269310605861825,0.06659651582470794,0.034049800141765715,0.02850492388044322,0.03989568503186666
1993,"Women","United States of America","USA",0.028139364819608347,0.0239595159406885,0.03259800593849973,0.23703704287548355,0.2239922420291101,0.25015194075905745,0.07069066108637842,0.06415593675794276,0.0774697607994877,0.40298425521147796,0.3888406426756684,0.41710751297471865,0.2611486740070517,0.24794475735136262,0.27481831363301135,0.13892976640824925,0.12772919814615397,0.15031927537229794,0.06206176198264445,0.0553114323227941,0.06919350935906039,0.03604551448458986,0.030468325834821952,0.04193994353284438
1994,"Women","United States of America","USA",0.02710752393616506,0.023096065103782547,0.03128980861317844,0.24534480281603607,0.23261816958696768,0.2584213352859489,0.06863798106907724,0.06243541728243688,0.0750770098814815,0.39590956544801825,0.3819062200448171,0.4099596281338953,0.2630001247307034,0.2502449948711744,0.27623963563256027,0.14244642498088145,0.131537432271669,0.1539879118848106,0.06469969198893982,0.05795703090836474,0.07198997044536645,0.0381986858462148,0.032557073385196575,0.04415840284142977
1995,"Women","United States of America","USA",0.026227422509802062,0.022378884923796784,0.03011559354098847,0.2537791690537489,0.24111921791476815,0.26670299603762687,0.06670594591753826,0.06085165157484593,0.07284998867039846,0.3885650269958688,0.3746099683732148,0.40239643041496703,0.26472243352304187,0.25219700065685474,0.27756882406169625,0.14588780083572173,0.13524601748534312,0.15716340724338135,0.06736743884778655,0.060725994994479976,0.0746086915334796,0.040523929370240665,0.034696576136023304,0.046619297552969535
1996,"Women","United States of America","USA",0.025493794595211554,0.021873336727185402,0.029248629212421762,0.26236797265824224,0.24981747168052673,0.2752347756318139,0.06485212566147099,0.059218768605827456,0.07083200870202802,0.3809826459968295,0.367688267703405,0.3947064412030412,0.26630345908824565,0.25398016209652974,0.2788698178962398,0.14924860098881404,0.13858928859128217,0.1603000797157621,0.07008055475691329,0.063403821512413,0.07722222488558267,0.04303881691251492,0.03708769637664579,0.049350356671161284
1997,"Women","United States of America","USA",0.02489228030258628,0.021397287609576498,0.028566974636975915,0.27111819820702066,0.25870975523702094,0.2836289618378896,0.06306915719087838,0.05764129635136151,0.0688860743215238,0.37317359080243995,0.3602179150989456,0.38621689287430366,0.26774677149707476,0.255646834983415,0.28012419054323406,0.1525375273904716,0.14208004645190245,0.1635052047460921,0.07284730623727137,0.06611440042686995,0.07998622409896809,0.0457333645792777,0.039785867600735124,0.05229374258994139
1998,"Women","United States of America","USA",0.024417529223926614,0.021017699696084892,0.027996503544031392,0.27992179508805454,0.2677497721390859,0.29212426933628116,0.061356303386211127,0.0561148061655527,0.06696246426955126,0.36530613864288747,0.35249765962786433,0.37806502851374924,0.26899823165892023,0.25705399460322254,0.2810313483088761,0.15572298180081062,0.145291358064137,0.1665153671504073,0.07560870171298836,0.06881264274381017,0.08266067343388919,0.048590111574255544,0.04246302389574199,0.05524972710604723
1999,"Women","United States of America","USA",0.024059342425429193,0.020799011883739654,0.0275042349572985,0.2887081183133834,0.27652084614797035,0.3013363777090101,0.05971565417021946,0.05469491468893783,0.06509087032886707,0.3574418291451063,0.34496307162894174,0.3701352314423385,0.2700750539458616,0.2584582008954068,0.28205144763596957,0.15877725217195773,0.14842172839383144,0.16932474907175774,0.07833793840792318,0.0714574284017453,0.08544553054875365,0.05159292773350248,0.04526985972090877,0.05839836850413758
2000,"Women","United States of America","USA",0.02379870755108592,0.02061261640761213,0.02716867245788149,0.2974188530895275,0.2853482498939767,0.3100320097753412,0.058148081853184284,0.05331926565074651,0.06341467433394758,0.34969485912885956,0.33759283472098106,0.36213178118591005,0.27093949637734277,0.25968436849942994,0.28267285070487075,0.16168544010855093,0.15147977272726845,0.17199512101966652,0.08100614833234493,0.07401626245004081,0.08825840445632446,0.054727264648631604,0.04816076076550514,0.06177967332925204
2001,"Women","United States of America","USA",0.02360499552895529,0.020482522142617938,0.02692831393949392,0.30597889183233073,0.2939126339050753,0.3186924100569766,0.05665940034863901,0.051974585701662725,0.06170763127680019,0.3421734822780364,0.33047669809372116,0.3543653834340521,0.27158322801203855,0.2603494768330008,0.2829839208461248,0.1644250521733169,0.1541909123982435,0.17450624171021292,0.0835975510108784,0.07664773676292758,0.09094823172516117,0.05795628864813543,0.05118953626761284,0.06533422004408077
2002,"Women","United States of America","USA",0.02345300050409348,0.02035811140585178,0.026750360517267698,0.3143358176883337,0.30210748116622793,0.32700891180164293,0.0552393171153682,0.05065957397717351,0.06013861565450768,0.33495118294638393,0.32358189283184613,0.34690416299567006,0.2720206797458206,0.2609746968188904,0.2833811349048592,0.1669870303939537,0.15687289817070588,0.17689909890648284,0.08610888233258185,0.07901429703411432,0.09338740355994082,0.06123990496179812,0.05431499641567765,0.06876674106725081
2003,"Women","United States of America","USA",0.023330964524696202,0.020284724793835286,0.02666364495451006,0.3224653603932112,0.31021576271351037,0.33503373047659546,0.05387948589647363,0.04943050660201691,0.0586724153906677,0.328081548936023,0.3167381794738042,0.33995405020294983,0.27224263824959594,0.26131164113631483,0.28339223486392306,0.16939538262723602,0.15952910294507902,0.17932668655119507,0.08852129229065421,0.0814152167212144,0.09586290291661477,0.06454868547532096,0.05741310810115283,0.07228769701768495
2004,"Women","United States of America","USA",0.02323173341978222,0.020251062904251934,0.026555363021402153,0.33037081555098635,0.3182278384067061,0.34289849395724636,0.052560010639960374,0.04824775830148095,0.05711866151866515,0.3215528750136933,0.3103173603686906,0.33324381694454025,0.27228456337557777,0.2616613300866548,0.2831654283154404,0.17165484186523083,0.16177766905531676,0.18153425289576655,0.09084658883572201,0.08376047459726638,0.09818420624570555,0.0678693848500335,0.060564323027762296,0.07592394368218387
